"DateTime","FSC-Gain","SSC-Gain","SSC-B-Gain","UV1-Gain","UV2-Gain","UV3-Gain","UV4-Gain","UV5-Gain","UV6-Gain","UV7-Gain","UV8-Gain","UV9-Gain","UV10-Gain","UV11-Gain","UV12-Gain","UV13-Gain","UV14-Gain","UV15-Gain","UV16-Gain","V1-Gain","V2-Gain","V3-Gain","V4-Gain","V5-Gain","V6-Gain","V7-Gain","V8-Gain","V9-Gain","V10-Gain","V11-Gain","V12-Gain","V13-Gain","V14-Gain","V15-Gain","V16-Gain","B1-Gain","B2-Gain","B3-Gain","B4-Gain","B5-Gain","B6-Gain","B7-Gain","B8-Gain","B9-Gain","B10-Gain","B11-Gain","B12-Gain","B13-Gain","B14-Gain","R1-Gain","R2-Gain","R3-Gain","R4-Gain","R5-Gain","R6-Gain","R7-Gain","R8-Gain","Flag-FSC-Gain","Flag-SSC-Gain","Flag-SSC-B-Gain","Flag-UV1-Gain","Flag-UV2-Gain","Flag-UV3-Gain","Flag-UV4-Gain","Flag-UV5-Gain","Flag-UV6-Gain","Flag-UV7-Gain","Flag-UV8-Gain","Flag-UV9-Gain","Flag-UV10-Gain","Flag-UV11-Gain","Flag-UV12-Gain","Flag-UV13-Gain","Flag-UV14-Gain","Flag-UV15-Gain","Flag-UV16-Gain","Flag-V1-Gain","Flag-V2-Gain","Flag-V3-Gain","Flag-V4-Gain","Flag-V5-Gain","Flag-V6-Gain","Flag-V7-Gain","Flag-V8-Gain","Flag-V9-Gain","Flag-V10-Gain","Flag-V11-Gain","Flag-V12-Gain","Flag-V13-Gain","Flag-V14-Gain","Flag-V15-Gain","Flag-V16-Gain","Flag-B1-Gain","Flag-B2-Gain","Flag-B3-Gain","Flag-B4-Gain","Flag-B5-Gain","Flag-B6-Gain","Flag-B7-Gain","Flag-B8-Gain","Flag-B9-Gain","Flag-B10-Gain","Flag-B11-Gain","Flag-B12-Gain","Flag-B13-Gain","Flag-B14-Gain","Flag-R1-Gain","Flag-R2-Gain","Flag-R3-Gain","Flag-R4-Gain","Flag-R5-Gain","Flag-R6-Gain","Flag-R7-Gain","Flag-R8-Gain","FSC-% rCV","SSC-% rCV","SSC-B-% rCV","UV1-% rCV","UV2-% rCV","UV3-% rCV","UV4-% rCV","UV5-% rCV","UV6-% rCV","UV7-% rCV","UV8-% rCV","UV9-% rCV","UV10-% rCV","UV11-% rCV","UV12-% rCV","UV13-% rCV","UV14-% rCV","UV15-% rCV","UV16-% rCV","V1-% rCV","V2-% rCV","V3-% rCV","V4-% rCV","V5-% rCV","V6-% rCV","V7-% rCV","V8-% rCV","V9-% rCV","V10-% rCV","V11-% rCV","V12-% rCV","V13-% rCV","V14-% rCV","V15-% rCV","V16-% rCV","B1-% rCV","B2-% rCV","B3-% rCV","B4-% rCV","B5-% rCV","B6-% rCV","B7-% rCV","B8-% rCV","B9-% rCV","B10-% rCV","B11-% rCV","B12-% rCV","B13-% rCV","B14-% rCV","R1-% rCV","R2-% rCV","R3-% rCV","R4-% rCV","R5-% rCV","R6-% rCV","R7-% rCV","R8-% rCV","Flag-FSC-% rCV","Flag-SSC-% rCV","Flag-SSC-B-% rCV","Flag-UV1-% rCV","Flag-UV2-% rCV","Flag-UV3-% rCV","Flag-UV4-% rCV","Flag-UV5-% rCV","Flag-UV6-% rCV","Flag-UV7-% rCV","Flag-UV8-% rCV","Flag-UV9-% rCV","Flag-UV10-% rCV","Flag-UV11-% rCV","Flag-UV12-% rCV","Flag-UV13-% rCV","Flag-UV14-% rCV","Flag-UV15-% rCV","Flag-UV16-% rCV","Flag-V1-% rCV","Flag-V2-% rCV","Flag-V3-% rCV","Flag-V4-% rCV","Flag-V5-% rCV","Flag-V6-% rCV","Flag-V7-% rCV","Flag-V8-% rCV","Flag-V9-% rCV","Flag-V10-% rCV","Flag-V11-% rCV","Flag-V12-% rCV","Flag-V13-% rCV","Flag-V14-% rCV","Flag-V15-% rCV","Flag-V16-% rCV","Flag-B1-% rCV","Flag-B2-% rCV","Flag-B3-% rCV","Flag-B4-% rCV","Flag-B5-% rCV","Flag-B6-% rCV","Flag-B7-% rCV","Flag-B8-% rCV","Flag-B9-% rCV","Flag-B10-% rCV","Flag-B11-% rCV","Flag-B12-% rCV","Flag-B13-% rCV","Flag-B14-% rCV","Flag-R1-% rCV","Flag-R2-% rCV","Flag-R3-% rCV","Flag-R4-% rCV","Flag-R5-% rCV","Flag-R6-% rCV","Flag-R7-% rCV","Flag-R8-% rCV","Violet-Laser Delay","Blue-Laser Delay","Red-Laser Delay","UV-Laser Delay","Flag-Violet-Laser Delay","Flag-Blue-Laser Delay","Flag-Red-Laser Delay","Flag-UV-Laser Delay","Violet-Area Scaling Factor","Blue-Area Scaling Factor","Red-Area Scaling Factor","UV-Area Scaling Factor","Flag-Violet-Area Scaling Factor","Flag-Blue-Area Scaling Factor","Flag-Red-Area Scaling Factor","Flag-UV-Area Scaling Factor","Violet-Laser Power","Blue-Laser Power","Red-Laser Power","UV-Laser Power","Flag-Violet-Laser Power","Flag-Blue-Laser Power","Flag-Red-Laser Power","Flag-UV-Laser Power","FSCAreaScalingFactor","Flag-FSCAreaScalingFactor","FlowRate","Flag-FlowRate","Temperature","Flag-Temperature"
2024-10-02 09:46:46,606,194,178,922,271,619,901,558,454,589,456,600,328,425,407,547,905,671,857,289,352,264,193,226,198,267,403,277,314,271,248,235,305,559,318,1047,479,492,470,473,298,569,474,743,564,333,426,702,647,181,290,343,270,201,282,492,204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.009252,3.659385,2.722896,4.384096,1.921219,1.952386,1.542294,1.332495,1.276623,1.330966,1.33445,1.384936,1.559427,1.505855,1.525357,1.509486,1.424536,1.559514,1.900524,1.665168,1.574304,1.488361,1.420627,1.471778,1.401103,1.364792,1.313031,1.366622,1.419446,1.190667,1.187482,1.16766,1.16108,2.695858,1.807461,1.876381,1.625478,1.336853,1.201514,1.113887,1.145216,1.015926,0.9458299,1.230422,1.255369,1.303026,1.267304,1.365563,1.622682,1.62999,0.9823632,1.1531,1.277941,1.231712,2.163387,1.693984,2.270139,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-20.1,0,20.25,40.65,FALSE,FALSE,FALSE,FALSE,1.162819,1.184904,1.10992,1.094989,FALSE,FALSE,FALSE,FALSE,9.855,1.0875,73.832,0,FALSE,FALSE,FALSE,FALSE,1.258029,FALSE,15.31,FALSE,24.25,FALSE
2024-10-01 10:12:08,606,194,179,944,277,629,922,582,460,597,467,619,341,430,410,550,921,685,887,290,352,261,193,224,196,265,405,282,318,265,245,234,302,555,317,1033,471,489,475,479,302,557,467,728,553,329,421,703,649,169,277,323,259,196,276,485,203,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.018725,3.601958,2.667992,4.779314,2.168682,2.294395,1.849274,1.636963,1.544859,1.572572,1.573345,1.642849,1.76695,1.760456,1.761591,1.829999,1.793655,1.864037,2.231192,1.640719,1.560565,1.472816,1.386194,1.431429,1.376299,1.325921,1.269147,1.356007,1.416371,1.168586,1.15803,1.157329,1.166972,2.653138,1.826289,1.83056,1.614382,1.335868,1.199193,1.110098,1.123673,1.025277,0.9580407,1.237651,1.283937,1.275748,1.23957,1.355753,1.60357,1.593946,0.9977437,1.141931,1.257008,1.245007,2.135859,1.707355,2.300528,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-20.125,0,20.25,40.575,FALSE,FALSE,FALSE,FALSE,1.163619,1.184879,1.109664,1.092166,FALSE,FALSE,FALSE,FALSE,9.855,1.0875,73.784,0,FALSE,FALSE,FALSE,FALSE,1.258592,FALSE,15.86,FALSE,24.25,FALSE
2024-09-30 09:50:43,606,196,176,918,270,622,916,563,449,589,461,599,322,428,408,547,911,674,870,292,354,262,194,227,199,268,406,274,308,271,250,238,304,554,311,1056,479,495,480,473,300,578,481,755,570,336,433,717,655,187,295,351,275,202,282,498,206,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9315883,3.748875,2.690273,4.995342,2.336142,2.289673,1.91739,1.736526,1.686465,1.725644,1.693294,1.782294,1.916511,1.912714,1.919036,1.945634,1.8652,1.964276,2.346434,1.735269,1.64009,1.559613,1.479771,1.520391,1.470034,1.432102,1.372442,1.444434,1.473018,1.237824,1.253347,1.235975,1.217208,2.715554,1.812819,2.043728,1.773695,1.448328,1.379763,1.324255,1.393266,1.238082,1.175335,1.413377,1.46505,1.413044,1.338796,1.443741,1.640189,1.77031,1.091514,1.248597,1.388635,1.276078,2.214023,1.725901,2.323993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-20.05,0,20.325,40.675,FALSE,FALSE,FALSE,FALSE,1.155651,1.182582,1.104455,1.095369,FALSE,FALSE,FALSE,FALSE,9.855,1.1075,73.784,0,FALSE,FALSE,FALSE,FALSE,1.252284,FALSE,16.06,FALSE,23.5,FALSE
2024-09-28 16:30:00,606,196,178,893,267,610,891,556,450,575,445,578,312,396,372,525,968,749,1070,291,361,266,193,226,199,265,387,268,306,250,225,228,335,658,406,1022,464,473,454,451,284,537,439,680,537,345,464,808,804,161,253,298,251,208,310,567,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.455334,3.557197,2.444807,2.984722,1.683758,1.706088,1.732745,1.767824,1.785355,1.829201,2.029161,2.104676,1.877699,2.087487,2.284387,1.586389,3.294857,4.309625,6.751883,1.672094,1.53362,1.586944,1.590301,1.592865,1.568381,1.692344,1.964432,1.715743,1.541699,1.971103,2.337592,1.277282,2.482755,3.858787,6.241987,1.858151,1.627291,1.684617,1.914767,1.706375,1.690331,2.032101,2.388703,2.432717,2.050584,1.982014,3.036075,4.028459,5.76654,2.759866,3.119142,3.075812,2.219214,2.310755,4.152885,4.820326,7.036133,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-20.1,0,20.35,40.725,FALSE,FALSE,FALSE,FALSE,1.154746,1.180037,1.10048,1.094445,FALSE,FALSE,FALSE,FALSE,9.79,1.0875,73.784,0,FALSE,FALSE,FALSE,FALSE,1.252969,FALSE,13.91,FALSE,23.62,FALSE
2024-09-27 09:50:16,606,195,182,927,271,623,915,565,454,591,454,615,336,431,414,548,915,679,876,288,354,262,194,225,197,269,406,282,320,272,247,234,308,566,321,1056,478,494,481,484,308,576,481,748,562,337,430,711,656,176,286,334,268,199,279,489,204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.7345484,3.32508,2.265528,5.114716,2.546429,2.57785,2.25224,2.103118,2.054211,2.08327,2.065274,2.107132,2.188202,2.21479,2.242734,2.298365,2.282092,2.331918,2.580398,1.600355,1.443377,1.380744,1.291546,1.337386,1.249736,1.234779,1.206474,1.330963,1.353659,1.101101,1.107121,1.088029,1.122058,2.634302,1.691952,1.837305,1.454933,1.123152,1.100153,1.063154,1.202728,1.12272,1.038365,1.23262,1.278863,1.282208,1.363319,1.458964,1.722118,1.487873,0.8858949,1.063294,1.182687,1.190629,2.020363,1.6674,2.227122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-20,0,20.275,40.575,FALSE,FALSE,FALSE,FALSE,1.157576,1.184535,1.105728,1.094316,FALSE,FALSE,FALSE,FALSE,9.855,1.1075,73.832,0,FALSE,FALSE,FALSE,FALSE,1.254818,FALSE,14.8,FALSE,23.75,FALSE
2024-09-26 19:38:15,606,195,182,927,271,623,915,565,454,591,454,615,336,431,414,548,915,679,876,288,354,262,194,225,197,269,406,282,320,272,247,234,308,566,321,1056,478,494,481,484,308,576,481,748,562,337,430,711,656,176,286,334,268,199,279,489,204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.460036,3.411604,2.561756,2.871332,1.490492,1.718773,1.830151,1.85568,1.839513,1.810457,1.892737,1.738516,1.824651,1.649788,1.631979,1.549549,1.457244,1.635459,1.874341,1.752426,1.528302,1.46293,1.373551,1.410174,1.288576,1.26921,1.232481,1.348397,1.376625,1.13366,1.117937,1.106132,1.146452,2.545783,1.73572,1.696163,1.293864,0.9438584,1.061126,1.122881,1.385996,1.382338,1.28935,1.360645,1.496554,1.703008,2.00558,1.904762,2.27078,1.538265,0.9740916,1.165209,1.232139,1.163715,2.08471,1.726952,2.233473,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-20.025,0,20.2,40.475,FALSE,FALSE,FALSE,FALSE,1.163258,1.184346,1.11049,1.096675,FALSE,FALSE,FALSE,FALSE,9.855,1.1075,73.832,0,FALSE,FALSE,FALSE,FALSE,1.258131,FALSE,15.82,FALSE,24.62,FALSE
2024-09-26 15:05:35,638,206,157,998,282,661,966,602,476,614,482,634,349,443,418,568,953,709,910,299,357,266,195,229,197,267,408,285,321,265,245,238,317,579,333,975,433,456,448,453,288,546,453,695,527,316,406,689,636,178,288,335,271,203,296,500,217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.231395,4.106621,2.483485,3.613364,1.816033,1.95322,2.032913,2.084056,2.135057,2.178584,2.223524,2.069245,2.060944,1.907892,1.856583,1.838099,1.74117,1.840249,2.023778,1.797618,1.527467,1.379,1.245485,1.344764,1.233771,1.188829,1.126441,1.374055,1.327961,1.06873,1.082602,1.301712,1.88706,2.283267,2.20402,1.90178,1.484584,1.225813,1.202663,1.255243,1.185781,1.097363,1.048612,1.40855,1.302742,1.419939,1.415108,1.401502,1.582978,1.289473,1.494102,1.44311,1.33331,1.155133,1.933494,1.889496,2.300327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-19.8,0,20.3,40.575,FALSE,FALSE,FALSE,FALSE,1.157104,1.181228,1.107031,1.095467,FALSE,FALSE,FALSE,FALSE,9.915,1.0875,73.784,0,FALSE,FALSE,FALSE,FALSE,1.260568,FALSE,13.14,FALSE,24.12,FALSE
2024-09-26 15:02:23,638,206,157,998,282,661,966,602,476,614,482,634,349,443,418,568,953,709,910,299,357,266,195,229,197,267,408,285,321,265,245,238,317,579,333,975,433,456,448,453,288,546,453,695,527,316,406,689,636,178,288,335,271,203,296,500,217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.673481,4.223315,2.051192,3.600516,1.764229,1.972843,2.042497,2.141711,2.158036,2.200677,2.270408,2.116292,2.10532,1.94123,1.883786,1.856579,1.770264,1.881478,2.048327,1.776458,1.490309,1.424035,1.371988,1.564709,1.460522,1.398065,1.218175,1.239551,1.337345,1.142654,1.109048,1.388399,1.711098,1.423767,2.123856,1.729285,1.311633,1.00256,1.006172,1.08012,1.057373,1.011573,0.9352604,1.260458,1.157471,1.327249,1.374117,1.33041,1.546345,1.410045,1.636731,1.541097,1.457206,1.26101,2.045475,1.988634,2.388313,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-19,0,20.325,40.6,FALSE,FALSE,FALSE,FALSE,1.157153,1.181021,1.105384,1.095133,FALSE,FALSE,FALSE,FALSE,9.855,1.0875,73.784,0,FALSE,FALSE,FALSE,FALSE,1.259814,FALSE,13.57,FALSE,24,FALSE
2024-09-26 14:57:04,638,204,157,994,274,631,926,581,463,593,457,611,337,431,406,549,919,687,884,301,360,268,198,230,200,269,410,289,323,268,247,239,320,586,336,962,436,457,445,454,289,547,453,692,529,317,409,690,637,175,284,329,269,201,292,497,214,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.533256,4.154381,2.273283,3.711911,1.819161,1.957798,2.036815,2.082523,2.128953,2.172614,2.232551,2.053983,2.051442,1.874828,1.831665,1.794892,1.736892,1.84454,2.027756,1.729839,1.459825,1.42847,1.358471,1.623619,1.486144,1.418873,1.244919,1.253297,1.345587,1.133768,1.143853,1.405303,1.696659,1.474452,2.140697,1.784408,1.359604,1.092498,1.061191,1.14763,1.102517,1.010755,0.9680642,1.329174,1.224889,1.404194,1.446858,1.350598,1.548331,1.420702,1.632794,1.550936,1.450262,1.266255,2.043857,1.991189,2.414173,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-18.875,0,20.4,40.7,FALSE,FALSE,FALSE,FALSE,1.155344,1.179455,1.101817,1.094879,FALSE,FALSE,FALSE,FALSE,9.855,1.0875,73.784,0,FALSE,FALSE,FALSE,FALSE,1.257307,FALSE,13.78,FALSE,23.75,FALSE
2024-09-26 14:34:17,685,203,191,1045,287,644,960,589,474,613,474,620,341,445,419,565,949,707,909,301,363,267,198,231,200,270,410,284,319,271,250,240,320,587,335,1082,484,501,491,491,308,587,490,763,568,335,427,728,660,183,298,345,276,205,300,505,218,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.116951,4.216628,4.075324,4.604186,2.912246,2.038586,2.157535,2.213008,2.316084,2.346727,2.369613,2.208874,2.207978,2.060308,1.988524,1.974318,1.910406,1.933493,2.064456,2.181074,1.704613,1.584007,1.461236,1.922039,1.803621,1.722105,1.445751,1.587541,1.48154,1.223027,1.221563,1.530857,2.012014,1.598624,2.420704,1.77361,1.255001,0.9450043,0.9451903,1.036947,1.074267,1.040552,0.9555739,1.296213,1.234548,1.409035,1.571708,1.4349,1.546846,1.556762,1.999949,1.86395,1.638296,1.387438,2.142305,1.999303,2.306893,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-18.9,0,20.325,40.625,FALSE,FALSE,FALSE,FALSE,1.157273,1.181877,1.105176,1.094684,FALSE,FALSE,FALSE,FALSE,9.855,1.0875,73.784,0,FALSE,FALSE,FALSE,FALSE,1.256025,FALSE,16.33,FALSE,23.75,FALSE
