"SAMPLE","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","R660-A_Gain","R660-H_Gain","R780-A_Gain","R780-H_Gain","B530-A_Gain","B530-H_Gain","B695-A_Gain","B695-H_Gain","V450-A_Gain","V450-H_Gain","V530-A_Gain","V530-H_Gain","V710-A_Gain","V710-H_Gain","Y590-A_Gain","Y590-H_Gain","Y610-A_Gain","Y610-H_Gain","Y670-A_Gain","Y670-H_Gain","Y780-A_Gain","Y780-H_Gain","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","R660-A","R660-H","R780-A","R780-H","B530-A","B530-H","B695-A","B695-H","V450-A","V450-H","V530-A","V530-H","V710-A","V710-H","Y590-A","Y590-H","Y610-A","Y610-H","Y670-A","Y670-H","Y780-A","Y780-H","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","Yellow_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","Yellow_AreaScalingFactor"
"20-DEC-2024",2024-12-20,10H 9M 35S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,40813.173828125,65046.857421875,41025.5,128576.49609375,63631.28515625,131430,223.740005493164,260,215.820007324219,241,447.849975585938,476,384.149993896484,419,516.150024414062,567,264.179992675781,274,366.300018310547,381,281.160003662109,316,246.369995117188,272,293.584991455078,324,276.899993896484,329,NA,NA,NA,NA,NA,NA,NA,NA
"19-DEC-2024",2024-12-19,10H 9M 46S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,39832.943359375,64811.296875,40128.5,129438.72265625,63268.83984375,132516.5,205.919998168945,243,196.020004272461,226,444.599975585938,469,390,420,522.809997558594,572,268.065002441406,288,375.179992675781,388.5,278.319976806641,315,248.854995727539,274,288.259979248047,318,271.929992675781,317,NA,NA,NA,NA,NA,NA,NA,NA
"18-DEC-2024",2024-12-18,10H 22M 33S,"Unknown","2.16.0","Unknown","Unknown",420,420,420,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,42221.53515625,63813.474609375,43253,73007.8984375,65871.82421875,72154.5,212.93000793457,249,256.800018310547,285,273,281,266,275,480.000030517578,511,267.600006103516,274,369.600006103516,365,265.649993896484,277.5,248.709991455078,263,323.399993896484,343,368.829986572266,423,NA,NA,NA,NA,NA,NA,NA,NA
"17-DEC-2024",2024-12-17,14H 33M 56S,"Unknown","2.16.0","Unknown","Unknown",420,420,420,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,41167.53125,60009.63671875,44826,72224.6015625,60848.73828125,77331,212.93000793457,260,254.660018920898,298,257.600006103516,277,265.299987792969,297,454.800018310547,508,253.200012207031,264,336,342,257.949981689453,306,244.860000610352,278,305.690002441406,353,338.799987792969,431,NA,NA,NA,NA,NA,NA,NA,NA
"17-DEC-2024",2024-12-17,10H 2M 46S,"Unknown","2.16.0","Unknown","Unknown",420,420,420,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,43121.986328125,64433.771484375,43702.5,75655.296875,66642.9375,73557,216.140014648438,246,264.290008544922,301,281.399993896484,285,268.100006103516,277,510.000030517578,547,284.400024414062,283,381.600006103516,382,270.269989013672,287,248.324989318848,255,328.789978027344,342,374.989990234375,426,NA,NA,NA,NA,NA,NA,NA,NA
"16-DEC-2024",2024-12-16,11H 10M 57S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,39309.21484375,64065.302734375,40115,127576.46875,62548.72265625,132206,238.589996337891,286.5,227.205001831055,259,473.849975585938,510.5,430.949981689453,467,597.179992675781,655,301.920013427734,322,418.470001220703,434,297.489990234375,338,263.410003662109,295,308.139984130859,350,300.329986572266,366,NA,NA,NA,NA,NA,NA,NA,NA
"13-DEC-2024",2024-12-13,10H 47M 19S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,39219.158203125,63114.46484375,40620.5,126246.24609375,61541.6953125,133262,209.880004882812,247,196.020004272461,231,434.849975585938,476,379.599975585938,418,531.690002441406,595,277.5,298,379.619995117188,402,279.739990234375,319,246.369995117188,272,286.130004882812,316,269.799987792969,325,NA,NA,NA,NA,NA,NA,NA,NA
"12-DEC-2024",2024-12-12,10H 7M 55S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,39724.21484375,64132.31640625,40398,126572.87109375,62907.537109375,130610.5,217.800003051758,262,205.919998168945,234,452.399993896484,487.5,385.774978637695,418,550.005004882812,607,283.050018310547,298,391.830017089844,415,283.289978027344,327,248.5,276,293.940002441406,318,273.350006103516,329,NA,NA,NA,NA,NA,NA,NA,NA
"11-DEC-2024",2024-12-11,10H 43M 22S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41540.66796875,64665.923828125,41931.5,136570.5234375,63112.626953125,139632.5,216.809997558594,254.5,206.910003662109,233,471.899993896484,496,403,442,547.785003662109,603,283.050018310547,298,380.730010986328,390,281.160003662109,312,247.789993286133,277,288.970001220703,323,273.350006103516,336,NA,NA,NA,NA,NA,NA,NA,NA
"10-DEC-2024",2024-12-10,10H 53M 7S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,40731.41796875,64317.658203125,41298.5,130972.39453125,63012.923828125,133948,241.559997558594,286,233.639999389648,266,476.449981689453,504,416,458,571.650024414062,624,293.040008544922,319,398.489990234375,419,290.389984130859,329.5,257.72998046875,288,297.489990234375,333,286.839996337891,346,NA,NA,NA,NA,NA,NA,NA,NA
"09-DEC-2024",2024-12-09,10H 47M 45S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41760.619140625,64706.98046875,42197.5,130449.47265625,63147.3515625,133885.5,240.570007324219,288,228.690002441406,257,495.299987792969,527,450.449981689453,496,597.179992675781,662,305.25,323,418.470001220703,440,303.880004882812,341,267.669982910156,302,311.690002441406,346,306.009979248047,362,NA,NA,NA,NA,NA,NA,NA,NA
"04-DEC-2024",2024-12-04,13H 18M 31S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,40840.564453125,62854.79296875,42420.5,132795.3203125,60992.97265625,141366,210.869995117188,250,197.009994506836,234,451.099975585938,489,395.849975585938,438,530.580017089844,586.5,275.279998779297,296,376.290008544922,399,274.769989013672,319,242.109985351562,272,281.160003662109,322,255.599990844727,312,NA,NA,NA,NA,NA,NA,NA,NA
"04-DEC-2024",2024-12-04,10H 12M 47S,"Unknown","2.16.0","Unknown","Unknown",420,420,420,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,42341.595703125,63834.90234375,43335,74032,65911.74609375,73044,233.260009765625,271,283.550018310547,311,270.899993896484,275,263.899993896484,271,488.400024414062,523,273.600006103516,268,375.000015258789,370,271.809997558594,286,248.709991455078,261.5,330.714996337891,345,378.069976806641,431.5,NA,NA,NA,NA,NA,NA,NA,NA
"03-DEC-2024",2024-12-03,10H 24M 25S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,37766.658203125,63527.029296875,38767.5,124377.8203125,62016.400390625,129846.5,220.770004272461,255,208.889999389648,243,452.399993896484,484,399.75,440,569.429992675781,624,294.149993896484,307,402.929992675781,418,289.679992675781,323,255.599990844727,276,296.779998779297,332,286.130004882812,345,NA,NA,NA,NA,NA,NA,NA,NA
"03-DEC-2024",2024-12-03,12H 12M 44S,"Unknown","2.16.0","Unknown","Unknown",420,420,420,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,45326.12890625,62749.908203125,47222,77972.6484375,64128.451171875,79093.5,230.050018310547,275,278.200012207031,314,291.899993896484,301,291.899993896484,314,522,566,294,298,380.400024414062,383,274.119995117188,298,257.179992675781,276,329.559997558594,353,379.609985351562,448,NA,NA,NA,NA,NA,NA,NA,NA
"02-DEC-2024",2024-12-02,11H 35M 24S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,38499.96484375,63423.232421875,39644.5,125953.7421875,61858.91796875,131837,217.800003051758,253,205.919998168945,240,433.549987792969,469,379.599975585938,419,545.010009765625,596,277.5,293,388.5,404,279.029998779297,313,244.239990234375,266,282.579986572266,309,270.509979248047,323,NA,NA,NA,NA,NA,NA,NA,NA
"27-NOV-2024",2024-11-27,9H 37M 24S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41038.51953125,65621.7578125,40843,132475.1953125,64303.015625,133384,223.740005493164,254,216.809997558594,248,474.499969482422,490,409.5,444,552.780029296875,593.5,281.940002441406,297,402.929992675781,412,291.809997558594,316,253.469985961914,273,305.299987792969,329,284.709991455078,336,NA,NA,NA,NA,NA,NA,NA,NA
"25-NOV-2024",2024-11-25,10H 30M 34S,"Unknown","2.16.0","Unknown","Unknown",420,420,420,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,46171.76953125,64910.08984375,46413.5,79808.74609375,67048.00390625,77106,248.240005493164,282,303.880004882812,343,298.199981689453,295,298.899993896484,307,544.800048828125,580.5,296.400024414062,300,408.000030517578,411,288.75,307,268.72998046875,273,357.279998779297,374,417.339996337891,471,NA,NA,NA,NA,NA,NA,NA,NA
"21-NOV-2024",2024-11-21,10H 46M 29S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41675.958984375,65158.12890625,41717,137814.2890625,63510.740234375,140713,215.820007324219,260,208.889999389648,233.5,458.899993896484,488,398.449981689453,425,546.119995117188,584.5,283.050018310547,302.5,384.059997558594,389,284.709991455078,316,240.334991455078,265,293.940002441406,324,273.350006103516,324,NA,NA,NA,NA,NA,NA,NA,NA
"20-NOV-2024",2024-11-20,9H 57M 11S,"Unknown","2.16.0","Unknown","Unknown",420,420,420,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,44520.509765625,64745.984375,44837.5,78555.75,67127.17578125,75864.5,232.190017700195,266,285.690002441406,314,289.100006103516,289,281.399993896484,293,517.200012207031,555,290.400024414062,295,387.600006103516,379,280.279998779297,298.5,247.169998168945,254,342.649993896484,360,395.009979248047,447,NA,NA,NA,NA,NA,NA,NA,NA
"19-NOV-2024",2024-11-19,8H 46M 33S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41379.6484375,65621.3125,41164,134564.9375,64359.19921875,135118,249.479995727539,295,250.470001220703,279,472.549987792969,498,414.049987792969,448,564.989990234375,605,291.929992675781,308,404.040008544922,415,301.039978027344,335,252.759994506836,267,314.529998779297,334,296.779998779297,346,NA,NA,NA,NA,NA,NA,NA,NA
"18-NOV-2024",2024-11-18,10H 23M 9S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,42383.53515625,66111.59765625,41872.5,135995.921875,64456.708984375,138140,317.790008544922,360,314.820007324219,364,664.299957275391,682.5,617.824981689453,667.5,886.890014648438,916,445.110015869141,448,567.765014648438,580,407.184982299805,444,341.864990234375,363,425.289978027344,446,413.929992675781,485.5,NA,NA,NA,NA,NA,NA,NA,NA
"14-NOV-2024",2024-11-14,9H 29M 16S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,40716.48046875,64623.09765625,41192,135012.796875,63066.1796875,138575,212.850006103516,252,201.960006713867,228,452.399993896484,476,384.799987792969,421,546.119995117188,587,287.489990234375,305,379.619995117188,392,287.549987792969,324,244.239990234375,270,293.940002441406,326,281.160003662109,333,NA,NA,NA,NA,NA,NA,NA,NA
"13-NOV-2024",2024-11-13,11H 4M 52S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,42069.37890625,65032.994140625,42247.5,136407.375,63471.931640625,139460,233.639999389648,274,232.650009155273,258,464.42497253418,494,395.199981689453,426,548.89501953125,602.5,288.600006103516,300,386.835006713867,395,287.549987792969,319,243.174995422363,266,299.619995117188,331,282.579986572266,335,NA,NA,NA,NA,NA,NA,NA,NA
"12-NOV-2024",2024-11-12,10H 9M 44S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,42640.00390625,65385.90234375,42604,139528.6640625,63679.390625,142076,232.650009155273,268,222.75,251,477.42497253418,510.5,422.499969482422,460,562.77001953125,620,294.149993896484,311.5,397.380004882812,414,296.779998779297,330,252.759994506836,284,307.429992675781,333.5,292.519989013672,355,NA,NA,NA,NA,NA,NA,NA,NA
"11-NOV-2024",2024-11-11,10H 18M 11S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,43616.5,65993.265625,42947,142446.84375,64230.94140625,144332,254.43000793457,301,248.490005493164,278,549.25,577,495.949981689453,540,653.789978027344,711,329.670013427734,361,448.440002441406,460,327.309997558594,380,276.190002441406,311,340.799987792969,381,335.119995117188,411,NA,NA,NA,NA,NA,NA,NA,NA
"08-NOV-2024",2024-11-08,9H 57M 44S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41409.9453125,65720.3828125,41094.5,138750.296875,64128.30859375,140057,227.699996948242,264,224.729995727539,256,472.874984741211,498,412.424987792969,437,547.22998046875,589,286.380004882812,298,394.050018310547,408.5,296.424987792969,323,249.919998168945,265,309.559997558594,343,294.294998168945,355,NA,NA,NA,NA,NA,NA,NA,NA
"07-NOV-2024",2024-11-07,9H 33M 58S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41089.1484375,65431.62890625,40868.5,138896.5390625,63895.451171875,141978,279.675003051758,323,274.230010986328,308,532.674987792969,568.5,483.92497253418,528,621.045013427734,677,321.899993896484,346,442.890014648438,463,320.209991455078,374,269.799987792969,307,332.279998779297,375,331.569976806641,407,NA,NA,NA,NA,NA,NA,NA,NA
"04-NOV-2024",2024-11-04,11H 7M 39S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41458.5,63450.3046875,42602,136905.921875,61643.33984375,143798.5,233.639999389648,273,219.779998779297,253,484.574981689453,521,437.774978637695,491,580.530029296875,654,305.25,334,405.149993896484,429,296.779998779297,351.5,253.469985961914,287,305.299987792969,351,295.004989624023,367,NA,NA,NA,NA,NA,NA,NA,NA
"01-NOV-2024",2024-11-01,10H 44M 7S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41446.87890625,64807.84375,41769,139820.1875,63026.15234375,143729,240.570007324219,283,231.660003662109,264,487.499969482422,514,428.349975585938,471,560.549987792969,623,294.149993896484,323,391.830017089844,415,289.679992675781,334,247.079986572266,274,306.720001220703,347,296.779998779297,358,NA,NA,NA,NA,NA,NA,NA,NA
"31-OCT-2024",2024-10-31,9H 50M 46S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,42261.9375,64622.62890625,42705,141122.140625,63010.0703125,145014,236.610000610352,276,228.690002441406,258,480.349975585938,506,414.049987792969,456,540.570007324219,595,284.160003662109,314,378.510009765625,396,290.389984130859,325,244.949996948242,268,298.910003662109,325,284.709991455078,335,NA,NA,NA,NA,NA,NA,NA,NA
"30-OCT-2024",2024-10-30,13H 14M 15S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,44292.1171875,63940.6015625,45057.5,147771.3125,62046.72265625,154690.5,240.075004577637,279.5,234.630004882812,276,496.599975585938,541,449.474990844727,492.5,551.114990234375,613,31.0799999237061,59,88.245002746582,120,299.619995117188,353,0.709999978542328,27,299.619995117188,340,12.0699996948242,44,NA,NA,NA,NA,NA,NA,NA,NA
"30-OCT-2024",2024-10-30,8H 45M 36S,"Unknown","2.16.0","Unknown","Unknown",420,420,420,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,45556.244140625,65256.822265625,45747.5,81758.94921875,67380.35546875,78127,253.59001159668,282,301.205017089844,341,292.25,291,289.449996948242,291,517.800018310547,554.5,291.600006103516,285,390.600021362305,380,286.439987182617,302,253.329986572266,256,353.429992675781,369,398.089996337891,449.5,NA,NA,NA,NA,NA,NA,NA,NA
"29-OCT-2024",2024-10-29,12H 2M 15S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,40603.599609375,63123,41958.5,136536.0703125,61218.408203125,144755,230.669998168945,284,215.820007324219,256,482.299987792969,532,437.449981689453,497,592.184997558594,663.5,309.690002441406,329,409.589996337891,430,298.199981689453,353,250.629989624023,298,303.169982910156,347,293.584991455078,370,NA,NA,NA,NA,NA,NA,NA,NA
"25-OCT-2024",2024-10-25,9H 55M 49S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,43942.6875,65091.513671875,44036.5,141115.640625,63501.857421875,144048.5,236.610000610352,282,228.690002441406,262,483.599975585938,510.5,397.474990844727,429,548.894989013672,607,291.929992675781,313,378.510009765625,387.5,296.069976806641,329,249.209991455078,275.5,305.299987792969,334.5,284.709991455078,342.5,NA,NA,NA,NA,NA,NA,NA,NA
"23-OCT-2024",2024-10-23,9H 33M 53S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41037.6875,64427.9765625,41523,135983.25,63070.89453125,140076,247.5,290,235.619995117188,269,484.899993896484,521,428.349975585938,461,588.299987792969,653,303.029998779297,325,407.369995117188,419,304.589996337891,355,254.889999389648,286,313.109985351562,348,300.329986572266,366,NA,NA,NA,NA,NA,NA,NA,NA
"22-OCT-2024",2024-10-22,12H 23M 26S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,40977.099609375,64657.705078125,41350.5,136704.7421875,63080.7109375,140808,255.419998168945,299,246.510009765625,280,486.524978637695,518.5,426.724990844727,463,594.960021972656,666.5,307.470001220703,330.5,416.25,423.5,306.720001220703,358.5,254.179992675781,289.5,317.369995117188,358,296.069976806641,365,NA,NA,NA,NA,NA,NA,NA,NA
"21-OCT-2024",2024-10-21,10H 44M 50S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41493.359375,64907.064453125,41654.5,136522.421875,63412.6796875,140698,372.240005493164,413,400.455001831055,419,753.674987792969,760.5,690.625,737,982.350006103516,1013.5,499.5,479.5,654.345001220703,633,470.374984741211,520,398.309997558594,418.5,494.514984130859,516.5,486.349990844727,557.5,NA,NA,NA,NA,NA,NA,NA,NA
"18-OCT-2024",2024-10-18,9H 51M 59S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41748.583984375,64018.625,42518.5,137085,62648.669921875,141292,234.630004882812,279,226.710006713867,259,475.799987792969,504,390.649993896484,426,541.679992675781,594,286.380004882812,305,375.179992675781,390,291.100006103516,335,242.109985351562,277,296.069976806641,330,276.899993896484,326,NA,NA,NA,NA,NA,NA,NA,NA
"17-OCT-2024",2024-10-17,9H 51M 26S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41871.0078125,64874.66015625,42075,138361.59375,63345.29296875,141184,234.630004882812,277,230.669998168945,260,471.899993896484,496,406.25,432,551.669982910156,599,293.040008544922,313,397.380004882812,401,296.069976806641,332,247.079986572266,279,304.589996337891,339,286.130004882812,343,NA,NA,NA,NA,NA,NA,NA,NA
"16-OCT-2024",2024-10-16,9H 39M 2S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41103.259765625,64316.6796875,41740.5,137144.46875,62749.80078125,141708,231.660003662109,267,224.729995727539,265,477.749969482422,515.5,416.974990844727,451,561.660034179688,620,297.480010986328,319,401.820007324219,418,302.459991455078,339,251.339996337891,275,307.429992675781,336,293.22998046875,357,NA,NA,NA,NA,NA,NA,NA,NA
"15-OCT-2024",2024-10-15,9H 47M 39S,"Unknown","2.16.0","Unknown","Unknown",420,420,420,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,44233.41015625,64425.80078125,44846,86324.34765625,66859.55859375,83805.5,262.150024414062,297,327.420013427734,362,321.649993896484,319.5,327.600006103516,342,565.200012207031,606,312,312,418.800018310547,412,302.609985351562,322,265.649993896484,276,368.059997558594,388,441.209991455078,501,NA,NA,NA,NA,NA,NA,NA,NA
"11-OCT-2024",2024-10-11,9H 50M 57S,"Unknown","FACSAriaII","P18100008","Administrator",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,40806.53515625,65094.25,40829.5,136879.59375,63666.49609375,139193.5,249.479995727539,294,252.449996948242,281,490.749969482422,522,426.399993896484,459,584.970031738281,644,306.360015869141,325,406.260009765625,417.5,311.690002441406,352,258.084991455078,284,318.079986572266,354,308.139984130859,374,-60.27,0,27.43,-23.76,0.99,0.65,1.11,0.71
"10-OCT-2024",2024-10-10,9H 29M 49S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,43150.0390625,65455.4609375,42905,140013.890625,64028.39453125,141854,242.550003051758,284,245.520004272461,274,504.399993896484,534,441.349975585938,473,583.859985351562,630,307.470001220703,319,417.360015869141,427,314.529998779297,350,260.570007324219,286,323.049987792969,356,310.269989013672,374,NA,NA,NA,NA,NA,NA,NA,NA
"09-OCT-2024",2024-10-09,10H 2M 51S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,42490.1875,64094.52734375,43178,143996.4375,62325.26171875,150694,252.449996948242,299,245.520004272461,281,509.599975585938,553,457.599975585938,500,580.530029296875,656,300.809997558594,327,406.260009765625,424,307.429992675781,365,257.019989013672,291,313.109985351562,359,306.720001220703,378,NA,NA,NA,NA,NA,NA,NA,NA
"08-OCT-2024",2024-10-08,10H 3M 29S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,40264.544921875,65348.205078125,40137,137205.2421875,63828.828125,140687.5,280.170013427734,337,278.190002441406,326.5,561.924987792969,594,519.349975585938,566,692.640014648438,764,348.540008544922,378,476.190002441406,503,351.094985961914,409.5,293.940002441406,329.5,365.649993896484,400.5,358.19499206543,434,NA,NA,NA,NA,NA,NA,NA,NA
"07-OCT-2024",2024-10-07,9H 56M 51S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,42129.96875,65430.59375,42106,144953.25,63507.83203125,149962,501.929992675781,501,551.429992675781,581,1022.44995117188,1025,999.699951171875,978,1203.23999023438,1179,614.940002441406,593,819.179992675781,752,613.440002441406,633,521.140014648438,517,661.010009765625,697,671.659973144531,755,NA,NA,NA,NA,NA,NA,NA,NA
"04-OCT-2024",2024-10-04,9H 11M 25S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41470.94921875,65589.92578125,41147,140343.4453125,64153.201171875,142655.5,264.330017089844,307,265.815002441406,306,520.649963378906,557,451.099975585938,492.5,568.320007324219,626,298.589996337891,321.5,411.809997558594,428,319.5,370,279.029998779297,308,330.504989624023,364,318.079986572266,380,NA,NA,NA,NA,NA,NA,NA,NA
"03-OCT-2024",2024-10-03,9H 17M 16S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,43738.09375,65216.056640625,43613.5,146832.390625,63578.365234375,150111,234.630004882812,277,234.630004882812,266,515.774963378906,540,447.199981689453,482,531.690002441406,598.5,280.275009155273,296.5,390.720001220703,408,305.654983520508,352,268.380004882812,300,312.754989624023,347,301.75,362.5,NA,NA,NA,NA,NA,NA,NA,NA
"02-OCT-2024",2024-10-02,10H 4M 50S,"Unknown","2.16.0","Unknown","Unknown",400,400,400,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,42798.533203125,64815.93359375,43001,144247.34375,63184.25,148700.5,246.015007019043,286,240.570007324219,277,505.049987792969,535,441.999969482422,478.5,521.700012207031,578,274.170013427734,301,381.285003662109,407,302.459991455078,344,266.959991455078,309.5,312.044998168945,346,302.104995727539,362,NA,NA,NA,NA,NA,NA,NA,NA
"01-OCT-2024",2024-10-01,9H 50M 24S,"Unknown","2.16.0","Unknown","Unknown",420,420,420,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,50091.12109375,65387.69140625,49902,88323.1953125,66953.4296875,85468,267.5,306,333.840026855469,379,331.100006103516,331,334.600006103516,348,496.800018310547,534,283.200012207031,287,384,398,304.919982910156,330,284.899993896484,304,371.910003662109,394,435.049987792969,508,NA,NA,NA,NA,NA,NA,NA,NA
