"SAMPLE","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","R660-A_Gain","R660-H_Gain","R780-A_Gain","R780-H_Gain","B530-A_Gain","B530-H_Gain","B695-A_Gain","B695-H_Gain","V450-A_Gain","V450-H_Gain","V530-A_Gain","V530-H_Gain","V710-A_Gain","V710-H_Gain","Y590-A_Gain","Y590-H_Gain","Y610-A_Gain","Y610-H_Gain","Y670-A_Gain","Y670-H_Gain","Y780-A_Gain","Y780-H_Gain","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","R660-A","R660-H","R780-A","R780-H","B530-A","B530-H","B695-A","B695-H","V450-A","V450-H","V530-A","V530-H","V710-A","V710-H","Y590-A","Y590-H","Y610-A","Y610-H","Y670-A","Y670-H","Y780-A","Y780-H","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","Yellow_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","Yellow_AreaScalingFactor"
"09-AUG-2023",2023-08-09,11H 1M 19S,"Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,17234.5703125,63411.224609375,17669,52887.0078125,60799.431640625,56961,7294.8701171875,7554,8766.43994140625,8805,3864.794921875,4513.5,4271.89477539062,4862,6952.02026367188,6857,6942.75512695312,6922,8795.75537109375,8174.5,5053.47509765625,5681.5,5363.01513671875,5887.5,6255.1201171875,6824,8206.16015625,9099.5,NA,NA,NA,NA,NA,NA,NA,NA
"09-AUG-2023",2023-08-09,9H 26M 24S,"Unknown","FACSAriaII","P18100008","Administrator",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,40231.830078125,NA,NA,101209.63671875,NA,NA,239.360000610352,NA,241.119995117188,NA,357.839996337891,NA,328.720001220703,NA,485.644973754883,NA,233.809997558594,NA,401.699981689453,NA,317.75,NA,281.480010986328,NA,336.660003662109,NA,354.019989013672,NA,-60.21,0,27.54,-24.04,0.88,0.56,1.03,0.62
"07-AUG-2023",2023-08-07,9H 45M 54S,"Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,18217.880859375,66066.77734375,18030.5,56604.892578125,63009.763671875,59107,427.700012207031,488.5,562.119995117188,622,361.669982910156,399,406.214981079102,446.5,901.430023193359,949.5,426.735000610352,438.5,689.970031738281,681,433.490005493164,492.5,413.390014648438,436.5,579.885009765625,601.5,764.805023193359,861,NA,NA,NA,NA,NA,NA,NA,NA
"04-AUG-2023",2023-08-04,10H 22M 24S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,43064.28125,NA,NA,99906.796875,NA,NA,242,NA,241.119995117188,NA,364.559997558594,NA,324.799987792969,NA,490.279998779297,NA,241.019989013672,NA,404.789978027344,NA,298.220001220703,NA,269.700012207031,NA,315.580017089844,NA,341.619995117188,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02-AUG-2023",2023-08-02,11H 18M 19S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,42419.8203125,NA,NA,99510.3203125,NA,NA,253.440002441406,NA,252.559997558594,NA,357.839996337891,NA,322,NA,495.429992675781,NA,238.959991455078,NA,403.759979248047,NA,303.799987792969,NA,271.559997558594,NA,318.679992675781,NA,344.720001220703,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31-JUL-2023",2023-07-31,12H 10M 9S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,43197.44921875,NA,NA,100891.84375,NA,NA,238.479995727539,NA,234.959991455078,NA,357.279998779297,NA,329.279998779297,NA,493.369995117188,NA,234.839996337891,NA,400.669982910156,NA,300.700012207031,NA,270.320007324219,NA,318.679992675781,NA,339.760009765625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28-JUL-2023",2023-07-28,12H 37M 7S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,40612.7109375,NA,NA,97522.3203125,NA,NA,228.800003051758,NA,224.399993896484,NA,340.760009765625,NA,302.399993896484,NA,458.864974975586,NA,221.449996948242,NA,380.069976806641,NA,283.339996337891,NA,259.779998779297,NA,303.799987792969,NA,318.679992675781,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27-JUL-2023",2023-07-27,8H 57M 21S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,40529.91015625,NA,NA,98226.2421875,NA,NA,245.520004272461,NA,246.399993896484,NA,364,NA,321.440002441406,NA,508.819976806641,NA,245.139999389648,NA,420.239990234375,NA,303.179992675781,NA,266.600006103516,NA,316.200012207031,NA,331.080017089844,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26-JUL-2023",2023-07-26,9H 12M 8S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,40737.9453125,NA,NA,97659.2421875,NA,NA,269.279998779297,NA,271.920013427734,NA,365.679992675781,NA,336,NA,518.089965820312,NA,249.259994506836,NA,428.47998046875,NA,306.899993896484,NA,275.279998779297,NA,325.5,NA,350.610000610352,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24-JUL-2023",2023-07-24,9H 39M 4S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,41567.66796875,NA,NA,100078.71875,NA,NA,267.519989013672,NA,271.920013427734,NA,362.320007324219,NA,335.440002441406,NA,519.119995117188,NA,248.229995727539,NA,424.359985351562,NA,307.519989013672,NA,274.040008544922,NA,328.600006103516,NA,354.640014648438,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21-JUL-2023",2023-07-21,10H 53M 51S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,41484.1796875,NA,NA,101305.3984375,NA,NA,241.119995117188,NA,243.759994506836,NA,360.640014648438,NA,332.640014648438,NA,491.309997558594,NA,236.899993896484,NA,417.149993896484,NA,297.600006103516,NA,267.220001220703,NA,316.820007324219,NA,335.420013427734,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19-JUL-2023",2023-07-19,10H 56M 4S,"Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,18102.599609375,74271.2734375,16005,66856.171875,72218.0546875,60501,566.369995117188,573,854.669982910156,844,526.469970703125,484,603.75,536,923.259948730469,981,457.919982910156,480,823.619934082031,809,553,457,530.599975585938,423,718.899963378906,574,979.299987792969,814,NA,NA,NA,NA,NA,NA,NA,NA
"18-JUL-2023",2023-07-18,9H 30M 41S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,34063.921875,NA,NA,97372.81640625,NA,NA,465.260009765625,NA,499.230010986328,NA,625.004974365234,NA,601.919982910156,NA,898.394989013672,NA,401.474990844727,NA,709.524993896484,NA,356.96501159668,NA,329.77001953125,NA,404.250015258789,NA,401.065002441406,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17-JUL-2023",2023-07-17,9H 36M 26S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,33198.48046875,NA,NA,99922.7109375,NA,NA,451.93000793457,NA,485.900009155273,NA,618.165008544922,NA,609.045013427734,NA,831.22998046875,NA,378.244995117188,NA,648.419982910156,NA,356.96501159668,NA,306.494995117188,NA,377.545013427734,NA,415.275009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14-JUL-2023",2023-07-14,9H 30M 52S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,36577.44140625,NA,NA,104788.2265625,NA,NA,387.860015869141,NA,391.300018310547,NA,572.849975585938,NA,569.429992675781,NA,819.109985351562,NA,367.639984130859,NA,622.159973144531,NA,314.580017089844,NA,285.179992675781,NA,323.399993896484,NA,338.100006103516,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13-JUL-2023",2023-07-13,9H 28M 12S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,35128.80078125,NA,NA,101295.265625,NA,NA,483.320007324219,NA,537.5,NA,731.880004882812,NA,699.390014648438,NA,1136.25,NA,485.809997558594,NA,815.070007324219,NA,412.089996337891,NA,373.869995117188,NA,439.040008544922,NA,437.080017089844,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-JUL-2023",2023-07-12,13H 34M 41S,"Unknown","FACSAriaII","P18100008","Administrator",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,32235.12109375,NA,NA,101088.359375,NA,NA,399.040008544922,NA,462.679992675781,NA,638.399963378906,NA,664.049987792969,NA,926.169982910156,NA,409.049987792969,NA,709.02001953125,NA,353.779998779297,NA,313.600006103516,NA,396.410003662109,NA,405.720001220703,NA,-59.8,0,27.61,-23.36,0.86,0.57,1.01,0.49
"11-JUL-2023",2023-07-11,14H 6M 45S,"Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,17352.900390625,71699.71875,15899,65522.744140625,70060.27734375,61224,573.345031738281,634,963.945007324219,1034.5,663.779998779297,627.5,669.989990234375,627.5,1689.63995361328,1706,588.829956054688,590.5,879.799957275391,863.5,550.899993896484,469,505.749984741211,461.5,747.249969482422,635,1047.20001220703,985,NA,NA,NA,NA,NA,NA,NA,NA
"11-JUL-2023",2023-07-11,10H 17M 6S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,36642.6015625,NA,NA,105137.640625,NA,NA,413.230010986328,NA,452.360000610352,NA,654.074981689453,NA,638.684997558594,NA,913.544982910156,NA,383.294998168945,NA,687.809997558594,NA,353.535003662109,NA,329.035003662109,NA,388.080001831055,NA,399.350006103516,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-JUL-2023",2023-07-10,11H 3M 44S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,36471.6015625,NA,NA,100564.52734375,NA,NA,520.730010986328,NA,625.650024414062,NA,737.579986572266,NA,806.549987792969,NA,1011.51498413086,NA,426.220001220703,NA,789.314971923828,NA,405.230010986328,NA,379.505020141602,NA,487.794998168945,NA,527.730010986328,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07-JUL-2023",2023-07-07,10H 34M 47S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,36088.5625,NA,NA,106232.0390625,NA,NA,322.5,NA,341.420013427734,NA,547.77001953125,NA,507.299987792969,NA,672.659973144531,NA,286.839996337891,NA,517.119995117188,NA,273.420013427734,NA,246.470001220703,NA,269.989990234375,NA,265.580017089844,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06-JUL-2023",2023-07-06,10H 47M 34S,"Unknown","FACSAriaII","P18100008","Administrator",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,18476.099609375,73441.5078125,16504,68379.6875,70954.8671875,63177,8287.23046875,8415,9684.08984375,9654,6669.5400390625,6085,7302.9599609375,6680,5287.27978515625,5404,5399.6396484375,5604,7916.07958984375,7683,6706,5859,6988.7998046875,6114,8218,6789,10425.7998046875,8458,-55.84,0,24.53,-22.59,0.93,0.69,1.06,0.7
"06-JUL-2023",2023-07-06,10H 55M 39S,"Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,45005.849609375,80899.484375,36470,147088.3359375,75555.9921875,127667.5,13013.955078125,12460.5,262143,256775,405.720001220703,360,7604.14477539062,6374.5,11109.859375,10332.5,904.179931640625,888,262143,257271,87.1499977111816,90,52.5,63,4625.60009765625,3459,262143,204107.5,NA,NA,NA,NA,NA,NA,NA,NA
"05-JUL-2023",2023-07-05,10H 55M 59S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,33347.51953125,NA,NA,100611.265625,NA,NA,380.119995117188,NA,403.339996337891,NA,570,NA,574.559997558594,NA,784.77001953125,NA,345.419982910156,NA,621.150024414062,NA,325.360015869141,NA,292.040008544922,NA,339.570007324219,NA,331.730010986328,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05-JUL-2023",2023-07-05,11H 19M 42S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,82145.5234375,NA,NA,218783.09375,NA,NA,12108.7998046875,NA,262143,NA,500.459991455078,NA,8767.169921875,NA,10911.0302734375,NA,769.619995117188,NA,262143,NA,66.6399993896484,NA,35.2799987792969,NA,2923.830078125,NA,143920.359375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30-JUN-2023",2023-06-30,9H 22M 25S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,34569.36328125,NA,NA,106686.328125,NA,NA,313.899993896484,NA,298.420013427734,NA,459.419982910156,NA,459.989990234375,NA,0,NA,0,NA,0,NA,-0.490000009536743,NA,-0.490000009536743,NA,0,NA,-0.490000009536743,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28-JUN-2023",2023-06-28,10H 18M 58S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,36277.203125,NA,NA,105923.1015625,NA,NA,317.339996337891,NA,309.600006103516,NA,469.109985351562,NA,434.625,NA,772.649993896484,NA,288.859985351562,NA,444.399993896484,NA,241.815002441406,NA,211.190002441406,NA,240.100006103516,NA,235.690002441406,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27-JUN-2023",2023-06-27,9H 49M 22S,"Unknown","FACSAriaII","P18100008","Administrator",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,33337.44140625,NA,NA,103884.78125,NA,NA,441.179992675781,NA,454.080017089844,NA,616.169982910156,NA,579.690002441406,NA,1021.10998535156,NA,409.049987792969,NA,632.260009765625,NA,334.179992675781,NA,307.720001220703,NA,350.839996337891,NA,343,NA,-59.8,0,27.61,-23.36,0.86,0.57,1.01,0.49
"26-JUN-2023",2023-06-26,10H 42M 1S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,35378.640625,NA,NA,105395.56640625,NA,NA,326.370010375977,NA,328.52001953125,NA,499.889984130859,NA,475.664993286133,NA,682.255004882812,NA,294.919982910156,NA,500.454986572266,NA,270.480010986328,NA,238.139999389648,NA,266.559997558594,NA,260.679992675781,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23-JUN-2023",2023-06-23,11H 37M 21S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,32310.720703125,NA,NA,104083.140625,NA,NA,506.540008544922,NA,560.720031738281,NA,750.119995117188,NA,717.630004882812,NA,1094.83996582031,NA,494.899993896484,NA,840.320007324219,NA,417.480010986328,NA,388.080017089844,NA,454.230010986328,NA,474.809997558594,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22-JUN-2023",2023-06-22,11H 34M 22S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,34404.12109375,NA,NA,104193.71875,NA,NA,472.140014648438,NA,523.740020751953,NA,667.469970703125,NA,662.909973144531,NA,937.279998779297,NA,434.299987792969,NA,752.449981689453,NA,376.320007324219,NA,334.179992675781,NA,387.100006103516,NA,386.365005493164,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21-JUN-2023",2023-06-21,9H 37M 7S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,35695.44140625,NA,NA,107709.4765625,NA,NA,499.660003662109,NA,552.97998046875,NA,765.510009765625,NA,752.969970703125,NA,1029.18994140625,NA,474.699981689453,NA,804.969970703125,NA,423.360015869141,NA,366.52001953125,NA,426.300018310547,NA,415.52001953125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20-JUN-2023",2023-06-20,10H 32M 48S,"Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,16710.298828125,72578.3671875,15091,67815.2734375,70803.6640625,63073,8981.9404296875,9067,11458.5302734375,11431,7069.0498046875,6420,7774.919921875,6980,6445.85986328125,6881,6432.07958984375,6876,8749.2392578125,8664,7259,6371,7539,6686,8925,7416,11907,9655,NA,NA,NA,NA,NA,NA,NA,NA
"16-JUN-2023",2023-06-16,13H 53M 1S,"Unknown","2.16.0","Unknown","Unknown",280,280,280,330,330,330,536,NA,445,NA,590,NA,656,NA,577,NA,468,NA,535,NA,384,NA,450,NA,434,NA,501,NA,9358.41015625,63750.607421875,9631,34822.80078125,63032.10546875,36702.5,6239.21997070312,NA,5198.30981445312,NA,5189.7001953125,NA,5341.80029296875,NA,9893.02978515625,NA,9705.02978515625,NA,10858.8798828125,NA,3632.53979492188,NA,3963.42993164062,NA,4419.02001953125,NA,4769.0498046875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16-JUN-2023",2023-06-16,9H 44M 38S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,36668.16015625,NA,NA,110198.671875,NA,NA,388.720001220703,NA,415.380004882812,NA,625.859985351562,NA,595.080017089844,NA,899.909973144531,NA,386.829986572266,NA,656.5,NA,320.950012207031,NA,277.830017089844,NA,323.399993896484,NA,330.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15-JUN-2023",2023-06-15,9H 2M 37S,"Unknown","2.16.0","Unknown","Unknown",540,NA,NA,387,NA,NA,610,NA,454,NA,553,NA,681,NA,501,NA,506,NA,559,NA,414,NA,501,NA,473,NA,534,NA,7272.72021484375,NA,NA,50381.73046875,NA,NA,166.839996337891,NA,99.7600021362305,NA,85.5,NA,221.729995727539,NA,71.7099990844727,NA,137.360000610352,NA,107.059997558594,NA,67.1300048828125,NA,70.5599975585938,NA,73.5,NA,80.3600006103516,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14-JUN-2023",2023-06-14,9H 33M 36S,"Unknown","2.16.0","Unknown","Unknown",540,NA,NA,387,NA,NA,610,NA,454,NA,553,NA,681,NA,501,NA,506,NA,559,NA,414,NA,501,NA,473,NA,534,NA,76845.2421875,NA,NA,104819.0078125,NA,NA,586.950012207031,NA,284.660003662109,NA,88.3499984741211,NA,205.770004272461,NA,150.995002746582,NA,442.380004882812,NA,563.075012207031,NA,294.980010986328,NA,367.010009765625,NA,368.970016479492,NA,341.285003662109,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13-JUN-2023",2023-06-13,9H 37M 16S,"Unknown","2.16.0","Unknown","Unknown",280,280,280,330,330,330,536,NA,445,NA,590,NA,656,NA,577,NA,468,NA,535,NA,384,NA,450,NA,434,NA,501,NA,10077.3203125,65396.078125,10066,37197,65019.609375,37933,936.779968261719,NA,1038.17993164062,NA,810.000061035156,NA,1070.40002441406,NA,3221.3798828125,NA,1180.64001464844,NA,1493.66003417969,NA,760.380004882812,NA,633.359985351562,NA,795.759948730469,NA,933.799987792969,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13-JUN-2023",2023-06-13,10H 5M 15S,"Unknown","2.16.0","Unknown","Unknown",540,NA,NA,387,NA,NA,610,NA,454,NA,553,NA,681,NA,501,NA,506,NA,559,NA,414,NA,501,NA,473,NA,534,NA,75444.48046875,NA,NA,100193.7421875,NA,NA,477.730010986328,NA,234.349998474121,NA,82.0800018310547,NA,197.504997253418,NA,116.150001525879,NA,356.529998779297,NA,460.559997558594,NA,254.800003051758,NA,326.585006713867,NA,331.975006103516,NA,313.110000610352,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-JUN-2023",2023-06-12,9H 36M 40S,"Unknown","2.16.0","Unknown","Unknown",280,280,280,330,330,330,536,NA,445,NA,590,NA,656,NA,577,NA,468,NA,535,NA,384,NA,450,NA,434,NA,501,NA,10184.990234375,67012.83984375,9918,36021.90234375,66082.203125,36202.5,8230.5595703125,NA,8762.1298828125,NA,5123.7001953125,NA,5694.00024414062,NA,9429.60986328125,NA,9340.7802734375,NA,11449.1997070312,NA,4092.47985839844,NA,4529.21997070312,NA,4865.61987304688,NA,5976.31982421875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09-JUN-2023",2023-06-09,9H 29M 20S,"Unknown","2.16.0","Unknown","Unknown",540,NA,NA,387,NA,NA,610,NA,454,NA,553,NA,681,NA,501,NA,506,NA,559,NA,414,NA,501,NA,473,NA,534,NA,5813.64013671875,NA,NA,47091.119140625,NA,NA,145.339996337891,NA,85.1399993896484,NA,88.9199981689453,NA,218.309997558594,NA,60.5999984741211,NA,120.694999694824,NA,96.4549980163574,NA,59.2900009155273,NA,62.7200012207031,NA,65.6600036621094,NA,72.7650032043457,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08-JUN-2023",2023-06-08,10H 33M 21S,"Unknown","2.16.0","Unknown","Unknown",540,NA,NA,387,NA,NA,610,NA,454,NA,553,NA,681,NA,501,NA,506,NA,559,NA,414,NA,501,NA,473,NA,534,NA,73339.203125,NA,NA,109500.9921875,NA,NA,568.460021972656,NA,282.940002441406,NA,91.1999969482422,NA,218.880004882812,NA,173.720001220703,NA,490.859985351562,NA,594.890014648438,NA,303.309997558594,NA,377.300018310547,NA,388.080017089844,NA,356.720001220703,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07-JUN-2023",2023-06-07,10H 51M 42S,"Unknown","2.16.0","Unknown","Unknown",540,NA,NA,387,NA,NA,610,NA,454,NA,553,NA,681,NA,501,NA,506,NA,559,NA,414,NA,501,NA,473,NA,534,NA,74762.640625,NA,NA,108433.9453125,NA,NA,608.02001953125,NA,301.860015869141,NA,89.4899978637695,NA,219.449996948242,NA,170.690002441406,NA,498.940002441406,NA,588.830017089844,NA,317.52001953125,NA,396.410003662109,NA,395.920013427734,NA,372.399993896484,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02-JUN-2023",2023-06-02,9H 37M 6S,"Unknown","FACSAriaII","P18100008","Administrator",540,NA,NA,387,NA,NA,610,NA,454,NA,553,NA,681,NA,501,NA,506,NA,559,NA,414,NA,501,NA,473,NA,534,NA,5226.1201171875,NA,NA,46161.166015625,NA,NA,139.320007324219,NA,77.4000015258789,NA,88.3499984741211,NA,221.160003662109,NA,59.5900001525879,NA,118.169998168945,NA,89.3849983215332,NA,58.310001373291,NA,67.1300048828125,NA,62.2299995422363,NA,73.5,NA,-59.8,0,27.61,-23.36,0.86,0.57,1.01,0.49
"01-JUN-2023",2023-06-01,10H 24M 16S,"Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,17297.099609375,73625.828125,15405.5,71692.03515625,71774.4609375,66073.5,9534.8251953125,9314.5,11362.2749023438,11296.5,7703.15991210938,6894,8158.90502929688,7281,7576.349609375,7779.5,7788.87963867188,7876,9540.529296875,9189,7447.64990234375,6510,7477.74975585938,6639.5,8544.19970703125,7114,10567.5498046875,8448,NA,NA,NA,NA,NA,NA,NA,NA
"30-MAY-2023",2023-05-30,12H 7M 23S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,31523.041015625,NA,NA,108372.9609375,NA,NA,8279.2197265625,NA,8085.72021484375,NA,10709.7294921875,NA,10106.669921875,NA,7789.1201171875,NA,7511.3701171875,NA,9696,NA,6092.66015625,NA,6027.97998046875,NA,5971.14013671875,NA,6149.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26-MAY-2023",2023-05-26,10H 31M 40S,"Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,30713.7607421875,NA,NA,105374.7578125,NA,NA,584.370025634766,NA,783.029998779297,NA,896.609985351562,NA,861.554992675781,NA,1212.50500488281,NA,579.234985351562,NA,923.644989013672,NA,447.370010375977,NA,400.820007324219,NA,459.375,NA,544.635009765625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23-MAY-2023",2023-05-23,14H 7M 24S,"Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,16402.5,70342.5,15276,70032.23828125,69222.39453125,66825,8266.7705078125,8613.5,9388.8154296875,9659,7664.17504882812,7122.5,8162.69995117188,7580.5,6554.509765625,6812,6547.08959960938,6872.5,8580.16943359375,8349,6232.44995117188,5721,6401.14990234375,6054,7759.84985351562,6758,9687.64990234375,8176.5,NA,NA,NA,NA,NA,NA,NA,NA
